 -20.221 -16.246 -15.6296 -15.3434 -15.2025 -15.146 -15.1313 -15.0801 -15.0304 -15.058 -14.8588 -14.6342 -14.5126 -14.4468 -14.4162 -14.4284 -14.4899 -14.6295 -14.921 -16.111
 -16.246 -13.4562 -12.3857 -11.8511 -11.5418 -11.3577 -11.2344 -11.0951 -11.0219 -10.9172 -10.6268 -10.4771 -10.384 -10.3167 -10.2971 -10.3407 -10.4729 -10.9331 -11.4183 inf
 -15.6296 -12.3857 -11.4921 -11.0778 -10.8831 -10.7847 -10.6768 -10.5877 -10.5702 -10.2708 -10.051 -9.92246 -9.85734 -9.82995 -9.87493 -10.0093 -10.4966 -10.9873 inf inf
 -15.3434 -11.8511 -11.0778 -10.7868 -10.6527 -10.5974 -10.4672 -10.4125 -10.2883 -9.95051 -9.75991 -9.65867 -9.6192 -9.66129 -9.77979 -10.2807 -10.7642 inf inf inf
 -15.2025 -11.5418 -10.8831 -10.6527 -10.6854 -10.6016 -10.4152 -10.3852 -10.0118 -9.75725 -9.60797 -9.54108 -9.55407 -9.66954 -10.1525 -10.6535 inf inf inf inf
 -15.146 -11.3577 -10.7847 -10.5974 -10.6016 -10.7473 -10.5512 -10.3378 -9.87786 -9.65066 -9.53914 -9.53221 -9.62073 -10.1067 -10.6055 inf inf inf inf inf
 -15.1313 -11.2344 -10.6768 -10.4672 -10.4152 -10.5512 -10.9269 -10.2781 -9.86053 -9.65791 -9.58987 -9.64063 -10.1061 -10.6041 inf inf inf inf inf inf
 -15.0801 -11.0951 -10.5877 -10.4125 -10.3852 -10.3378 -10.2781 -10.4032 -9.97464 -9.75655 -9.75028 -10.1771 -10.6611 inf inf inf inf inf inf inf
 -15.0304 -11.0219 -10.5702 -10.2883 -10.0118 -9.87786 -9.86053 -9.97464 -10.2068 -10.0255 -10.3155 -10.7942 inf inf inf inf inf inf inf inf
 -15.058 -10.9172 -10.2708 -9.95051 -9.75725 -9.65066 -9.65791 -9.75655 -10.0255 -10.7493 -11.103 inf inf inf inf inf inf inf inf inf
 -14.8588 -10.6268 -10.051 -9.75991 -9.60797 -9.53914 -9.58987 -9.75028 -10.3155 -11.103 inf inf inf inf inf inf inf inf inf inf
 -14.6342 -10.4771 -9.92246 -9.65867 -9.54108 -9.53221 -9.64063 -10.1771 -10.7942 inf inf inf inf inf inf inf inf inf inf inf
 -14.5126 -10.384 -9.85734 -9.6192 -9.55407 -9.62073 -10.1061 -10.6611 inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4468 -10.3167 -9.82995 -9.66129 -9.66954 -10.1067 -10.6041 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4162 -10.2971 -9.87493 -9.77979 -10.1525 -10.6055 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4284 -10.3407 -10.0093 -10.2807 -10.6535 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4899 -10.4729 -10.4966 -10.7642 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.6295 -10.9331 -10.9873 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.921 -11.4183 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.111 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
