 -15.7456 -13.0393 -12.5563 -12.2974 -12.1594 -12.0812 -12.0747 -12.0843 -12.1326 -12.3174 -12.2322 -12.0204 -11.953 -11.9334 -11.9612 -12.036 -12.1873 -12.4517 -12.9219 -14.7308
 -13.0393 -11.5934 -10.8616 -10.409 -10.1877 -10.0402 -9.9785 -9.93828 -9.99515 -10.0445 -9.8946 -9.86641 -9.91141 -10.0277 -10.1626 -10.2864 -10.4094 -10.7821 -11.7767 inf
 -12.5563 -10.8616 -10.9293 -10.4099 -10.0627 -9.90593 -9.80687 -9.80582 -9.88731 -9.77349 -9.7422 -9.76675 -9.72753 -9.69468 -9.63266 -9.76348 -10.2731 -11.3272 inf inf
 -12.2974 -10.409 -10.4099 -10.6383 -10.2218 -9.9909 -9.88012 -9.87509 -9.88599 -9.67753 -9.51878 -9.31668 -9.26682 -9.29954 -9.44707 -9.99543 -11.0797 inf inf inf
 -12.1594 -10.1877 -10.0627 -10.2218 -10.5761 -10.2389 -9.94189 -9.80378 -9.49995 -9.25837 -9.14634 -9.08998 -9.12435 -9.29081 -9.85335 -10.9472 inf inf inf inf
 -12.0812 -10.0402 -9.90593 -9.9909 -10.2389 -9.88858 -9.65188 -9.60461 -9.23825 -9.06785 -9.02714 -9.03706 -9.18163 -9.75261 -10.8783 inf inf inf inf inf
 -12.0747 -9.9785 -9.80687 -9.88012 -9.94189 -9.65188 -9.91265 -9.45258 -9.14783 -9.03813 -9.00724 -9.1602 -9.72729 -10.8578 inf inf inf inf inf inf
 -12.0843 -9.93828 -9.80582 -9.87509 -9.80378 -9.60461 -9.45258 -9.48858 -9.19958 -9.0867 -9.17606 -9.72824 -10.8851 inf inf inf inf inf inf inf
 -12.1326 -9.99515 -9.88731 -9.88599 -9.49995 -9.23825 -9.14783 -9.19958 -9.41263 -9.35816 -9.83011 -10.9655 inf inf inf inf inf inf inf inf
 -12.3174 -10.0445 -9.77349 -9.67753 -9.25837 -9.06785 -9.03813 -9.0867 -9.35816 -10.1622 -11.2199 inf inf inf inf inf inf inf inf inf
 -12.2322 -9.8946 -9.7422 -9.51878 -9.14634 -9.02714 -9.00724 -9.17606 -9.83011 -11.2199 inf inf inf inf inf inf inf inf inf inf
 -12.0204 -9.86641 -9.76675 -9.31668 -9.08998 -9.03706 -9.1602 -9.72824 -10.9655 inf inf inf inf inf inf inf inf inf inf inf
 -11.953 -9.91141 -9.72753 -9.26682 -9.12435 -9.18163 -9.72729 -10.8851 inf inf inf inf inf inf inf inf inf inf inf inf
 -11.9334 -10.0277 -9.69468 -9.29954 -9.29081 -9.75261 -10.8578 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -11.9612 -10.1626 -9.63266 -9.44707 -9.85335 -10.8783 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.036 -10.2864 -9.76348 -9.99543 -10.9472 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.1873 -10.4094 -10.2731 -11.0797 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.4517 -10.7821 -11.3272 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.9219 -11.7767 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.7308 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
