 -14.4364 -12.0771 -11.6305 -11.3896 -11.2536 -11.1753 -11.1494 -11.1642 -11.2473 -11.4927 -11.4518 -11.2388 -11.1635 -11.1535 -11.1901 -11.2758 -11.429 -11.7062 -12.3078 -14.3974
 -12.0771 -10.3729 -9.77577 -9.44959 -9.29578 -9.17926 -9.13227 -9.14356 -9.26974 -9.40903 -9.18338 -9.1382 -9.14783 -9.23112 -9.35695 -9.59506 -10.0425 -10.7022 -11.9205 inf
 -11.6305 -9.77577 -9.61714 -9.24561 -9.00994 -8.91449 -8.87066 -8.90123 -9.08602 -8.97183 -8.86446 -8.88128 -8.96085 -9.12009 -9.41841 -9.66884 -10.1891 -11.4706 inf inf
 -11.3896 -9.44959 -9.24561 -9.23893 -8.95841 -8.82365 -8.79285 -8.88917 -9.02798 -8.82424 -8.78554 -8.88793 -9.09751 -9.2362 -9.31659 -9.91086 -11.2296 inf inf inf
 -11.2536 -9.29578 -9.00994 -8.95841 -9.06161 -8.89604 -8.87305 -9.07475 -8.93761 -8.86036 -8.97284 -9.00233 -8.98118 -9.12826 -9.758 -11.0947 inf inf inf inf
 -11.1753 -9.17926 -8.91449 -8.82365 -8.89604 -9.13884 -9.12118 -9.27557 -9.09099 -9.01104 -8.84491 -8.86362 -9.02449 -9.65156 -11.0198 inf inf inf inf inf
 -11.1494 -9.13227 -8.87066 -8.79285 -8.87305 -9.12118 -9.85135 -9.42174 -8.96801 -8.81448 -8.81582 -8.97664 -9.61307 -10.9943 inf inf inf inf inf inf
 -11.1642 -9.14356 -8.90123 -8.88917 -9.07475 -9.27557 -9.42174 -9.25856 -8.94416 -8.88392 -8.9774 -9.62013 -11.0107 inf inf inf inf inf inf inf
 -11.2473 -9.26974 -9.08602 -9.02798 -8.93761 -9.09099 -8.96801 -8.94416 -9.13216 -9.14174 -9.68626 -11.0971 inf inf inf inf inf inf inf inf
 -11.4927 -9.40903 -8.97183 -8.82424 -8.86036 -9.01104 -8.81448 -8.88392 -9.14174 -9.98082 -11.3312 inf inf inf inf inf inf inf inf inf
 -11.4518 -9.18338 -8.86446 -8.78554 -8.97284 -8.84491 -8.81582 -8.9774 -9.68626 -11.3312 inf inf inf inf inf inf inf inf inf inf
 -11.2388 -9.1382 -8.88128 -8.88793 -9.00233 -8.86362 -8.97664 -9.62013 -11.0971 inf inf inf inf inf inf inf inf inf inf inf
 -11.1635 -9.14783 -8.96085 -9.09751 -8.98118 -9.02449 -9.61307 -11.0107 inf inf inf inf inf inf inf inf inf inf inf inf
 -11.1535 -9.23112 -9.12009 -9.2362 -9.12826 -9.65156 -10.9943 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -11.1901 -9.35695 -9.41841 -9.31659 -9.758 -11.0198 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -11.2758 -9.59506 -9.66884 -9.91086 -11.0947 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -11.429 -10.0425 -10.1891 -11.2296 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -11.7062 -10.7022 -11.4706 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -12.3078 -11.9205 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.3974 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
