 -20.3322 -16.3089 -15.6939 -15.404 -15.2662 -15.2166 -15.2043 -15.1407 -15.0893 -15.1154 -14.9186 -14.6919 -14.5712 -14.5053 -14.4736 -14.4791 -14.5447 -14.6808 -14.9753 -16.1499
 -16.3089 -13.4185 -12.3667 -11.8338 -11.5342 -11.3579 -11.2401 -11.1081 -11.029 -10.9073 -10.638 -10.4902 -10.3784 -10.3217 -10.2994 -10.3373 -10.4687 -10.9356 -11.4189 inf
 -15.6939 -12.3667 -11.4899 -11.0813 -10.8926 -10.7976 -10.6987 -10.5964 -10.5682 -10.2717 -10.0528 -9.93494 -9.85954 -9.84893 -9.89248 -10.015 -10.5067 -10.9749 inf inf
 -15.404 -11.8338 -11.0813 -10.7851 -10.656 -10.6056 -10.4803 -10.415 -10.2929 -9.93105 -9.78002 -9.6677 -9.63069 -9.65644 -9.77781 -10.2709 -10.7624 inf inf inf
 -15.2662 -11.5342 -10.8926 -10.656 -10.7028 -10.622 -10.4452 -10.3953 -10.017 -9.76692 -9.62443 -9.53358 -9.54795 -9.67527 -10.1565 -10.6436 inf inf inf inf
 -15.2166 -11.3579 -10.7976 -10.6056 -10.622 -10.7724 -10.5809 -10.3582 -9.89646 -9.67941 -9.54331 -9.54058 -9.63463 -10.11 -10.6042 inf inf inf inf inf
 -15.2043 -11.2401 -10.6987 -10.4803 -10.4452 -10.5809 -10.9535 -10.3014 -9.87529 -9.66827 -9.6036 -9.66377 -10.1061 -10.6066 inf inf inf inf inf inf
 -15.1407 -11.1081 -10.5964 -10.415 -10.3953 -10.3582 -10.3014 -10.4059 -9.96242 -9.75266 -9.75944 -10.1726 -10.6599 inf inf inf inf inf inf inf
 -15.0893 -11.029 -10.5682 -10.2929 -10.017 -9.89646 -9.87529 -9.96242 -10.2155 -10.0292 -10.3247 -10.7863 inf inf inf inf inf inf inf inf
 -15.1154 -10.9073 -10.2717 -9.93105 -9.76692 -9.67941 -9.66827 -9.75266 -10.0292 -10.7602 -11.0977 inf inf inf inf inf inf inf inf inf
 -14.9186 -10.638 -10.0528 -9.78002 -9.62443 -9.54331 -9.6036 -9.75944 -10.3247 -11.0977 inf inf inf inf inf inf inf inf inf inf
 -14.6919 -10.4902 -9.93494 -9.6677 -9.53358 -9.54058 -9.66377 -10.1726 -10.7863 inf inf inf inf inf inf inf inf inf inf inf
 -14.5712 -10.3784 -9.85954 -9.63069 -9.54795 -9.63463 -10.1061 -10.6599 inf inf inf inf inf inf inf inf inf inf inf inf
 -14.5053 -10.3217 -9.84893 -9.65644 -9.67527 -10.11 -10.6066 inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4736 -10.2994 -9.89248 -9.77781 -10.1565 -10.6042 inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.4791 -10.3373 -10.015 -10.2709 -10.6436 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.5447 -10.4687 -10.5067 -10.7624 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.6808 -10.9356 -10.9749 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -14.9753 -11.4189 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
 -16.1499 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
